,Genome,Genus,Species,AA10,AA3,CBM13,CBM3,CBM32,CBM34,CBM4,CBM48,CBM5,CBM50,CBM63,CBM91,CE1,CE11,CE12,CE2,CE4,CE8,CE9,GH0,GH1,GH102,GH103,GH104,GH105,GH108,GH113,GH12,GH13,GH148,GH153,GH154,GH16,GH171,GH18,GH19,GH2,GH20,GH23,GH24,GH26,GH28,GH3,GH30,GH31,GH32,GH33,GH36,GH38,GH4,GH42,GH43,GH5,GH53,GH65,GH68,GH73,GH77,GH78,GH8,GH88,GH91,GH94,GT0,GT1,GT101,GT11,GT111,GT14,GT19,GT2,GT20,GT25,GT26,GT28,GT30,GT32,GT35,GT4,GT41,GT5,GT51,GT52,GT56,GT73,GT8,GT81,GT83,GT84,GT9,GT97,PL1,PL10,PL11,PL17,PL2,PL22,PL26,PL3,PL35,PL38,PL4,PL9
223,GCF_014164815.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,4,1,0,1,1,1,0,1,2,1,2,9,1,2,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,7,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,9,0,0,1,1,1,0,2,3,1,1,3,0,1,0,1,1,1,0,2,0,6,0,1,0,2,1,1,2,0,1,1,2
224,GCF_016864935.1,Pectobacterium,parmentieri,0,0,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,2,0,7,1,1,0,2,1,0,1,3,0,1,0,0,0,0,0,1,0,8,0,0,3,3,0,1,1,1,2,0,0,2,3,1,2,1,0,1,1,0,1,0,0,0,2,1,0,0,1,0,1,11,0,1,1,1,1,1,2,7,0,1,3,1,1,0,2,0,1,0,3,0,5,0,0,0,1,1,1,1,0,1,1,2
225,GCF_004296665.1,Pectobacterium,versatile A,0,1,1,1,1,0,0,2,0,5,1,1,1,1,1,0,1,2,1,2,10,1,1,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,6,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,7,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,0,1,1,4,0,6,0,0,0,2,1,1,2,0,1,1,2
226,GCF_003403135.1,Dickeya,dianthicola,0,0,0,0,1,0,0,2,1,5,2,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,9,1,0,3,3,0,1,2,1,1,0,0,1,1,2,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,1,4,0,7,0,0,0,1,1,1,2,0,1,2,3
227,GCF_012278555.1,Dickeya,zeae,0,0,0,0,0,0,0,2,1,5,1,0,1,1,1,0,1,1,1,0,5,1,2,1,3,0,0,0,2,0,0,0,0,0,0,1,1,0,4,0,1,2,3,1,1,1,2,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,13,0,0,1,1,1,0,2,8,1,1,3,0,1,0,0,1,1,0,4,0,6,0,0,0,1,1,0,1,0,1,2,3
228,GCF_000365305.1,Dickeya,dianthicola,0,0,0,0,1,0,0,2,1,5,2,1,1,1,1,1,1,2,1,0,5,1,2,2,2,0,0,0,2,0,0,0,0,0,0,1,1,0,6,0,0,3,3,0,1,2,1,1,0,0,1,1,2,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,1,4,0,7,0,0,0,1,1,1,2,0,1,2,3
229,GCF_016949095.1,Pectobacterium,brasiliense A,0,1,1,1,1,0,0,2,0,5,0,0,1,1,1,0,0,2,1,0,10,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,9,2,0,3,2,0,1,1,1,1,1,1,1,1,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,9,0,0,1,1,1,0,2,4,0,1,3,0,1,0,1,0,1,0,3,0,5,0,0,0,2,1,1,1,0,1,1,2
230,GCF_003932035.1,Pectobacterium,versatile A,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,0,10,1,2,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,6,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,6,0,0,1,1,1,0,2,6,1,1,3,0,1,0,2,1,1,1,4,0,6,0,0,0,2,1,1,2,0,1,1,2
231,GCF_000406185.1,Dickeya,dadantii,0,1,0,0,1,0,0,2,1,5,1,0,1,1,1,0,1,1,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,1,1,0,5,1,1,4,3,0,1,1,2,0,0,0,1,1,1,1,0,0,2,1,0,1,0,0,0,1,2,0,0,0,0,1,11,0,0,1,1,1,0,2,10,1,1,3,0,1,0,3,1,1,0,4,0,6,0,0,0,1,1,1,2,0,1,1,3
232,GCF_003571485.1,Pectobacterium,versatile A,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,2,10,1,1,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,5,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,8,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,1,1,1,4,0,6,0,0,0,2,1,1,2,0,1,1,2
233,GCF_000808195.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,11,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,7,0,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,7,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,0,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
234,GCF_002846975.1,Dickeya,solani,0,1,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,5,0,1,4,3,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,3
235,GCF_018361065.1,Dickeya,dianthicola,0,0,0,0,1,0,0,2,1,5,2,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,9,1,0,3,3,0,1,2,1,1,0,0,1,1,2,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,1,4,0,7,0,0,0,1,1,1,2,0,1,2,3
236,GCF_016944435.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,1,2,0,0,1,3,0,0,0,0,0,0,0,1,0,8,1,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
237,GCF_016404925.1,Dickeya,solani,0,1,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,5,0,1,4,3,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,3
238,GCF_016950225.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,1,2,0,0,1,3,0,0,0,0,0,0,0,1,0,8,1,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
239,GCF_013449605.1,Pectobacterium,versatile A,0,1,1,1,1,0,0,2,0,5,1,1,1,1,1,0,1,2,1,2,10,1,2,0,2,1,0,1,3,0,0,0,0,0,0,0,1,0,10,1,0,3,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,9,0,0,1,1,1,0,2,5,1,1,2,0,1,0,0,1,1,1,3,0,6,0,0,0,2,1,1,2,0,1,1,2
240,GCF_002887555.1,Dickeya,zeae,0,0,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,1,1,0,3,1,2,1,3,0,0,0,2,0,0,0,0,0,0,1,1,0,6,0,0,3,3,1,1,1,2,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,10,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,0,2,0,1,2,3
241,GCF_014946905.1,Pectobacterium,aquaticum,0,0,1,1,1,0,0,2,0,5,1,1,1,1,1,0,0,1,1,0,9,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,6,1,0,3,2,0,1,1,1,1,1,1,1,2,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,5,0,0,1,1,1,0,2,2,0,1,3,0,1,0,1,0,0,1,3,0,4,0,0,0,2,1,1,1,0,1,1,2
242,GCF_000406145.1,Dickeya,dadantii,0,1,0,0,1,0,0,2,1,5,1,0,1,1,1,0,1,2,0,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,4,3,1,5,3,1,1,1,2,1,0,0,1,1,1,1,0,0,2,0,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,3
243,GCF_004137785.1,Pectobacterium,zantedeschiae,0,1,1,1,1,0,0,2,1,5,1,0,1,1,1,0,2,2,1,0,9,1,1,0,2,0,0,1,3,0,1,0,0,0,1,0,1,0,10,1,0,5,4,0,1,1,1,0,0,2,1,2,1,2,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,14,0,0,1,1,1,0,2,2,0,1,4,0,1,0,4,1,1,0,4,0,6,0,0,0,2,1,1,2,1,1,1,2
244,GCF_016949775.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,6,1,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,3,0,6,0,0,0,2,1,1,2,0,1,1,2
245,GCF_002307355.1,Pectobacterium,polaris,0,1,1,1,1,0,0,2,0,4,1,0,1,1,1,0,1,2,1,0,10,1,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0,4,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,4,0,6,0,2,0,2,1,1,2,0,1,1,2
246,GCF_015277635.1,Pectobacterium,aroidearum,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,0,9,1,2,0,2,0,0,1,3,0,1,0,0,0,0,0,1,0,7,2,0,5,2,0,1,1,1,0,0,1,1,2,1,2,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,9,0,0,1,1,1,0,2,3,1,1,3,0,1,0,4,1,1,0,4,0,6,0,0,0,2,1,1,2,1,1,1,2
247,GCF_016949435.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,1,2,0,0,1,3,0,0,0,0,0,0,0,1,0,10,1,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
248,GCF_000808495.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,5,1,1,1,1,1,0,1,2,1,0,10,1,2,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,6,2,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,9,0,0,1,1,1,0,2,2,0,1,3,0,1,0,1,1,1,1,3,0,6,0,1,0,2,1,1,2,0,1,1,2
249,GCF_014946825.1,Pectobacterium,quasiaquaticum,0,0,1,1,1,0,0,2,0,5,1,2,1,1,1,0,0,1,1,0,9,1,1,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,7,1,0,3,2,0,1,1,1,1,1,1,1,2,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,1,1,1,0,2,4,0,1,3,0,1,0,2,0,0,1,4,0,4,0,0,0,2,1,1,1,0,1,1,2
250,GCF_016949525.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,1,2,0,0,1,3,0,0,0,0,0,0,0,1,0,8,1,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
251,GCF_003628595.1,Pectobacterium,parmentieri,0,0,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,2,0,7,1,1,0,2,1,0,1,3,0,1,0,0,0,0,0,1,0,5,0,0,3,3,0,1,1,1,2,0,0,2,3,1,2,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,11,0,1,1,1,1,1,2,7,0,1,3,0,1,0,2,0,1,0,3,0,5,0,0,0,2,1,1,1,0,1,1,2
252,GCF_003718335.1,Dickeya,solani,0,1,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,5,0,1,4,3,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,1,1,0,2,9,1,1,2,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,0,1,3
253,GCF_009931535.1,Pectobacterium,parmentieri,0,0,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,2,0,8,1,1,1,2,1,0,1,3,0,1,0,0,0,0,0,0,0,8,3,0,3,3,0,1,1,1,2,0,0,2,3,1,2,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,11,0,0,1,1,1,0,2,8,0,1,3,0,1,0,2,0,1,0,3,0,5,0,0,0,2,1,1,1,0,1,1,2
254,GCF_004296715.1,Pectobacterium,versatile A,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,0,10,1,2,0,2,1,0,1,3,0,0,0,0,0,0,0,1,0,5,3,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,9,0,0,1,1,1,1,2,4,1,1,3,0,1,0,1,0,1,1,3,0,6,0,0,0,2,1,1,2,0,1,1,2
255,GCF_002904195.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,0,2,1,1,9,1,1,0,2,0,0,1,4,0,0,0,0,0,0,0,1,0,7,1,0,4,2,0,0,2,0,0,0,3,1,1,1,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,8,0,0,1,1,1,0,2,5,1,1,3,0,1,1,1,1,1,1,4,0,6,0,1,0,2,1,1,2,0,1,1,2
256,GCF_012427845.1,Pectobacterium,punjabense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,0,2,1,0,8,1,1,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,7,0,0,5,3,0,1,1,1,1,0,0,2,3,1,2,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,8,0,1,1,1,1,1,2,4,0,1,3,0,1,0,2,0,1,0,3,0,6,0,0,0,2,1,1,2,0,1,1,2
257,GCF_000808455.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,2,10,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,7,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,7,0,0,1,1,1,0,2,5,1,1,4,0,1,0,0,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
258,GCF_000406165.1,Dickeya,zeae,0,0,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,1,1,0,3,1,2,1,3,0,1,0,2,0,0,0,0,0,0,1,1,0,4,1,0,3,3,1,1,1,2,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,11,0,0,1,1,1,0,2,11,1,1,3,0,1,0,0,1,1,0,4,0,8,0,0,0,1,1,0,2,0,1,2,3
259,GCF_016949335.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,1,2,0,0,1,3,0,0,0,0,0,0,0,1,0,10,1,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
260,GCF_001984525.1,Pectobacterium,actinidiae,0,1,2,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,0,11,1,1,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,8,1,0,3,2,0,0,2,1,1,0,2,2,1,1,2,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,10,1,0,1,1,1,0,2,2,0,1,3,0,1,0,1,1,1,1,3,0,6,0,1,0,2,1,1,2,1,1,1,2
261,GCF_003049785.1,Dickeya,dadantii,0,1,0,0,1,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,4,3,1,5,3,1,1,1,2,1,0,0,1,1,1,1,0,0,2,1,0,1,0,0,0,1,2,0,0,0,0,1,12,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,3
262,GCF_016949705.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,6,2,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,3,0,6,0,0,0,2,1,0,2,0,1,1,2
263,GCF_018361185.1,Dickeya,dianthicola,0,0,0,0,1,0,0,2,1,5,2,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,9,1,0,3,3,0,1,2,1,1,0,0,1,1,2,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,1,4,0,7,0,0,0,1,1,1,2,0,1,2,3
264,GCF_018361205.1,Dickeya,dianthicola,0,0,0,0,1,0,0,2,1,5,2,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,9,1,0,3,3,0,1,2,1,1,0,0,1,1,2,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,1,4,0,7,0,0,0,1,1,1,2,0,1,2,3
265,GCF_000406305.1,Dickeya,fangzhongdai,0,1,2,0,1,0,0,2,1,5,1,1,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,4,1,1,3,3,1,1,1,2,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,11,0,0,1,1,1,0,2,10,1,1,3,0,1,0,0,1,1,0,4,0,7,1,0,0,1,1,1,2,0,1,1,3
266,GCF_007858975.2,Dickeya,poaceiphila,0,1,0,0,2,0,0,2,0,5,0,0,1,1,1,0,1,1,1,0,3,1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,7,1,0,1,3,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,14,0,0,1,1,1,0,2,10,1,1,3,0,1,0,0,1,1,0,4,0,2,0,0,0,1,1,0,1,0,1,0,2
267,GCF_016415585.1,Pectobacterium,carotovorum,1,0,0,1,1,0,0,2,0,5,0,0,1,1,1,0,0,2,1,2,9,1,1,0,2,0,0,0,3,0,0,0,1,1,1,0,1,0,6,1,0,4,3,0,1,1,1,1,0,1,1,2,1,1,0,0,1,1,0,1,0,0,0,2,1,0,0,0,1,1,8,0,1,1,1,1,1,2,3,1,1,3,0,1,0,1,0,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
268,GCF_016864995.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,0,2,1,2,10,1,2,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,5,2,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,8,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,1,4,0,6,0,0,0,2,1,1,2,0,1,1,2
269,GCF_000696465.1,Pectobacterium,atrosepticum,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,2,9,1,1,0,2,0,0,1,4,0,1,0,0,0,0,0,1,0,9,0,0,4,3,0,1,1,1,1,0,2,1,2,1,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,10,0,1,1,1,1,1,2,6,1,1,4,0,1,0,2,1,1,0,4,0,6,0,0,0,2,1,1,2,0,1,1,2
270,GCF_000011605.1,Pectobacterium,atrosepticum,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,2,9,1,1,0,2,1,0,1,4,0,1,0,0,0,0,0,1,0,9,0,0,4,3,0,1,1,1,1,0,2,1,2,1,2,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,10,0,1,1,1,1,1,2,6,1,1,3,0,1,0,2,1,1,0,4,0,6,0,0,0,2,1,1,2,0,1,1,2
271,GCF_016944275.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,1,2,0,0,1,3,0,0,0,0,0,0,0,1,0,11,1,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
272,GCF_002288545.1,Pectobacterium,polaris,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,2,10,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,6,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,9,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,4,0,6,0,1,0,2,1,1,2,0,1,1,2
273,GCF_016949035.1,Pectobacterium,versatile A,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,2,10,1,2,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,8,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,7,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,1,4,0,6,0,0,0,2,1,1,2,0,1,1,2
274,GCF_002904225.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,6,1,0,1,1,1,0,0,2,1,0,9,1,1,0,2,1,0,1,4,0,0,0,0,0,0,0,1,0,7,2,0,4,2,0,0,2,1,0,0,3,1,1,1,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,10,0,0,1,1,1,1,2,5,1,1,3,0,1,0,2,1,1,1,4,0,6,0,0,0,2,1,1,2,0,1,1,2
275,GCF_018361245.1,Dickeya,dianthicola,0,0,0,0,1,0,0,2,1,5,2,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,9,1,0,3,3,0,1,2,1,1,0,0,1,1,2,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,1,4,0,7,0,0,0,1,1,1,2,0,1,2,3
276,GCF_014946805.1,Pectobacterium,aquaticum,0,0,1,1,1,0,0,2,0,5,1,2,1,1,1,0,0,1,1,0,10,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,8,2,0,3,2,0,1,1,1,1,1,1,1,2,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,5,0,0,1,1,1,0,2,2,0,1,3,0,1,0,1,0,0,1,3,0,4,0,0,0,2,1,1,1,0,1,1,2
277,GCF_013449675.1,Pectobacterium,versatile A,0,1,1,1,1,0,0,2,0,4,1,0,1,1,1,0,1,2,1,2,10,1,2,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,6,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,7,0,0,1,1,1,0,2,5,1,1,2,0,1,0,0,1,1,1,4,0,6,0,0,0,2,1,1,2,0,1,1,2
278,GCF_002904105.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,0,2,1,1,9,1,1,0,2,0,0,1,4,0,0,0,0,0,0,0,1,0,7,1,0,4,2,0,0,2,1,0,0,3,1,1,1,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,9,0,0,1,1,1,0,2,5,1,1,3,0,1,1,1,1,1,1,4,0,6,0,1,0,2,1,1,2,0,1,1,2
279,GCF_018904205.1,Dickeya,dadantii,0,1,1,0,1,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,6,2,1,5,3,1,1,1,2,1,0,0,1,2,1,1,0,0,1,1,0,1,1,0,0,1,2,0,0,0,0,1,16,0,0,1,1,1,0,2,6,1,1,4,0,1,0,0,1,1,0,4,0,8,0,0,0,0,0,1,2,1,1,1,3
280,GCF_000975305.1,Dickeya,dianthicola,0,0,0,0,1,0,0,2,1,5,2,1,1,1,1,1,1,2,1,0,5,1,2,2,2,0,0,0,2,0,0,0,0,0,0,1,1,0,6,0,0,3,3,0,1,2,1,1,0,0,1,1,2,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,1,4,0,7,0,0,0,1,1,1,2,0,1,2,3
